row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,delivery_days,order_year,order_month,order_month_name,order_quarter,order_day,type_of_day
4095,ca-2016-102491,2016-08-24,2016-08-28,standard class,kw-16435,katrina willman,consumer,florence,kentucky,41042.0,south,tec-ac-10003289,technology,accessories,anker ultra-slim mini bluetooth 3.0 wireless keyboard,79.96,4,2016,8,aug,2016q3,wednesday,Weekday
4096,ca-2016-102491,2016-08-24,2016-08-28,standard class,kw-16435,katrina willman,consumer,florence,kentucky,41042.0,south,tec-ph-10001619,technology,phones,lg g3,587.97,4,2016,8,aug,2016q3,wednesday,Weekday
4097,ca-2015-116904,2015-09-23,2015-09-28,standard class,sc-20095,sanjit chand,consumer,minneapolis,minnesota,55407.0,central,off-pa-10004888,office supplies,paper,xerox 217,32.4,5,2015,9,sep,2015q3,wednesday,Weekday
4098,ca-2015-116904,2015-09-23,2015-09-28,standard class,sc-20095,sanjit chand,consumer,minneapolis,minnesota,55407.0,central,off-st-10000736,office supplies,storage,carina double wide media storage towers in natural & black,404.9,5,2015,9,sep,2015q3,wednesday,Weekday
4099,ca-2015-116904,2015-09-23,2015-09-28,standard class,sc-20095,sanjit chand,consumer,minneapolis,minnesota,55407.0,central,off-bi-10001120,office supplies,binders,ibico epk-21 electric binding system,9449.95,5,2015,9,sep,2015q3,wednesday,Weekday
4100,ca-2015-116904,2015-09-23,2015-09-28,standard class,sc-20095,sanjit chand,consumer,minneapolis,minnesota,55407.0,central,off-bi-10000301,office supplies,binders,gbc instant report kit,12.94,5,2015,9,sep,2015q3,wednesday,Weekday
4101,us-2018-102288,2018-06-19,2018-06-23,standard class,zc-21910,zuschuss carroll,consumer,houston,texas,77095.0,central,off-ap-10004655,office supplies,appliances,"holmes visible mist ultrasonic humidifier with 2.3-gallon output per day, replacement filter",2.264,4,2018,6,jun,2018q2,tuesday,Weekday
4102,us-2018-102288,2018-06-19,2018-06-23,standard class,zc-21910,zuschuss carroll,consumer,houston,texas,77095.0,central,off-ap-10002906,office supplies,appliances,hoover replacement belt for commercial guardsman heavy-duty upright vacuum,0.444,4,2018,6,jun,2018q2,tuesday,Weekday
4103,us-2018-102288,2018-06-19,2018-06-23,standard class,zc-21910,zuschuss carroll,consumer,houston,texas,77095.0,central,off-pa-10000740,office supplies,paper,xerox 1982,146.176,4,2018,6,jun,2018q2,tuesday,Weekday
4104,ca-2018-137456,2018-12-21,2018-12-21,same day,rb-19465,rick bensley,home office,fremont,nebraska,68025.0,central,fur-fu-10001940,furniture,furnishings,staple-based wall hangings,15.92,0,2018,12,dec,2018q4,friday,Weekday
4105,us-2018-155999,2018-08-07,2018-08-13,standard class,jk-15370,jay kimmel,consumer,san diego,california,92105.0,west,tec-ph-10000439,technology,phones,ge dsl phone line filter,159.96,6,2018,8,aug,2018q3,tuesday,Weekday
4106,us-2018-155999,2018-08-07,2018-08-13,standard class,jk-15370,jay kimmel,consumer,san diego,california,92105.0,west,off-bi-10000404,office supplies,binders,avery printable repositionable plastic tabs,13.76,6,2018,8,aug,2018q3,tuesday,Weekday
4107,us-2017-148334,2017-08-22,2017-08-26,standard class,dd-13570,dorothy dickinson,consumer,houston,texas,77041.0,central,off-bi-10003676,office supplies,binders,"gbc standard recycled report covers, clear plastic sheets",4.312,4,2017,8,aug,2017q3,tuesday,Weekday
4108,ca-2016-105599,2016-09-07,2016-09-07,same day,mc-17275,marc crier,consumer,new york city,new york,10011.0,east,off-st-10002486,office supplies,storage,eldon shelf savers cubes and bins,13.96,0,2016,9,sep,2016q3,wednesday,Weekday
4109,ca-2016-105599,2016-09-07,2016-09-07,same day,mc-17275,marc crier,consumer,new york city,new york,10011.0,east,fur-ta-10003837,furniture,tables,anderson hickey conga table tops & accessories,27.414,0,2016,9,sep,2016q3,wednesday,Weekday
4110,ca-2016-153717,2016-12-25,2017-01-01,standard class,dl-13495,dionis lloyd,corporate,detroit,michigan,48227.0,central,tec-ph-10002923,technology,phones,"logitech b530 usb headset - headset - full size, binaural",73.98,7,2016,12,dec,2016q4,sunday,Weekday
4111,ca-2016-153717,2016-12-25,2017-01-01,standard class,dl-13495,dionis lloyd,corporate,detroit,michigan,48227.0,central,fur-bo-10004360,furniture,bookcases,rush hierlooms collection rich wood bookcases,160.98,7,2016,12,dec,2016q4,sunday,Weekday
4112,ca-2016-153717,2016-12-25,2017-01-01,standard class,dl-13495,dionis lloyd,corporate,detroit,michigan,48227.0,central,off-pa-10002160,office supplies,paper,xerox 1978,17.34,7,2016,12,dec,2016q4,sunday,Weekday
4113,ca-2016-153717,2016-12-25,2017-01-01,standard class,dl-13495,dionis lloyd,corporate,detroit,michigan,48227.0,central,off-ar-10002375,office supplies,art,newell 351,3.28,7,2016,12,dec,2016q4,sunday,Weekday
4114,ca-2016-116687,2016-05-02,2016-05-07,standard class,nc-18625,noah childs,corporate,houston,texas,77095.0,central,off-la-10000443,office supplies,labels,avery 501,8.856,5,2016,5,may,2016q2,monday,Weekday
4115,ca-2016-116687,2016-05-02,2016-05-07,standard class,nc-18625,noah childs,corporate,houston,texas,77095.0,central,tec-ph-10001750,technology,phones,samsung rugby iii,158.376,5,2016,5,may,2016q2,monday,Weekday
4116,ca-2017-163573,2017-11-24,2017-11-27,first class,ac-10450,amy cox,consumer,seattle,washington,98105.0,west,off-bi-10004632,office supplies,binders,ibico hi-tech manual binding system,1219.96,3,2017,11,nov,2017q4,friday,Weekday
4117,ca-2016-153416,2016-11-24,2016-11-29,standard class,ts-21340,toby swindell,consumer,los angeles,california,90036.0,west,off-bi-10002813,office supplies,binders,avery reinforcements for hole-punch pages,3.168,5,2016,11,nov,2016q4,thursday,Weekday
4118,ca-2016-153416,2016-11-24,2016-11-29,standard class,ts-21340,toby swindell,consumer,los angeles,california,90036.0,west,off-pa-10002005,office supplies,paper,xerox 225,19.44,5,2016,11,nov,2016q4,thursday,Weekday
4119,ca-2016-153416,2016-11-24,2016-11-29,standard class,ts-21340,toby swindell,consumer,los angeles,california,90036.0,west,off-st-10000060,office supplies,storage,fellowes bankers box staxonsteel drawer file/stacking system,454.86,5,2016,11,nov,2016q4,thursday,Weekday
4120,ca-2016-153416,2016-11-24,2016-11-29,standard class,ts-21340,toby swindell,consumer,los angeles,california,90036.0,west,off-bi-10002706,office supplies,binders,avery premier heavy-duty binder with round locking rings,91.392,5,2016,11,nov,2016q4,thursday,Weekday
4121,ca-2018-117394,2018-09-04,2018-09-10,standard class,mm-17920,michael moore,consumer,philadelphia,pennsylvania,19120.0,east,tec-ac-10000199,technology,accessories,kingston digital datatraveler 8gb usb 2.0,19.04,6,2018,9,sep,2018q3,tuesday,Weekday
4122,ca-2018-133823,2018-05-11,2018-05-12,same day,lp-17080,liz pelletier,consumer,seattle,washington,98103.0,west,off-pa-10002870,office supplies,paper,"ampad phone message book, recycled, 400 message capacity, 5 ¾” x 11”",37.44,1,2018,5,may,2018q2,friday,Weekday
4123,ca-2018-133823,2018-05-11,2018-05-12,same day,lp-17080,liz pelletier,consumer,seattle,washington,98103.0,west,off-la-10004545,office supplies,labels,avery 50,37.59,1,2018,5,may,2018q2,friday,Weekday
4124,ca-2018-133823,2018-05-11,2018-05-12,same day,lp-17080,liz pelletier,consumer,seattle,washington,98103.0,west,off-bi-10000962,office supplies,binders,"acco flexible accohide square ring data binder, dark blue, 11 1/2"" x 14"" 7/8""",26.032,1,2018,5,may,2018q2,friday,Weekday
4125,ca-2015-127523,2015-05-11,2015-05-18,standard class,bg-11695,brooke gillingham,corporate,watertown,new york,13601.0,east,off-ap-10004249,office supplies,appliances,staple holder,35.91,7,2015,5,may,2015q2,monday,Weekday
4126,ca-2018-123239,2018-07-27,2018-07-31,second class,mg-18145,mike gockenbach,consumer,jacksonville,florida,32216.0,south,fur-fu-10001602,furniture,furnishings,"eldon delta triangular chair mat, 52"" x 58"", clear",91.032,4,2018,7,jul,2018q3,friday,Weekday
4127,ca-2018-156769,2018-05-06,2018-05-09,first class,gz-14470,gary zandusky,consumer,arlington,virginia,22204.0,south,off-ar-10003179,office supplies,art,dixon ticonderoga core-lock colored pencils,54.66,3,2018,5,may,2018q2,sunday,Weekday
4128,ca-2015-127299,2015-09-19,2015-09-24,standard class,jl-15835,john lee,consumer,charlotte,north carolina,28205.0,south,off-st-10003722,office supplies,storage,project tote personal file,67.344,5,2015,9,sep,2015q3,saturday,Weekday
4129,ca-2015-127299,2015-09-19,2015-09-24,standard class,jl-15835,john lee,consumer,charlotte,north carolina,28205.0,south,tec-ma-10001127,technology,machines,"hp designjet t520 inkjet large format printer - 24"" color",2624.985,5,2015,9,sep,2015q3,saturday,Weekday
4130,ca-2016-121272,2016-03-29,2016-04-04,standard class,do-13435,denny ordway,consumer,seattle,washington,98103.0,west,off-ap-10001947,office supplies,appliances,acco 6 outlet guardian premium plus surge suppressor,73.28,6,2016,3,mar,2016q1,tuesday,Weekday
4131,ca-2015-115336,2015-11-18,2015-11-25,standard class,ab-10600,ann blume,corporate,chicago,illinois,60623.0,central,off-bi-10001107,office supplies,binders,"gbc white gloss covers, plain front",14.48,7,2015,11,nov,2015q4,wednesday,Weekday
4132,ca-2016-111703,2016-07-02,2016-07-09,standard class,kb-16315,karl braun,consumer,hollywood,florida,33021.0,south,off-pa-10000349,office supplies,paper,easy-staple paper,11.952,7,2016,7,jul,2016q3,saturday,Weekday
4133,ca-2016-111703,2016-07-02,2016-07-09,standard class,kb-16315,karl braun,consumer,hollywood,florida,33021.0,south,off-pa-10003349,office supplies,paper,xerox 1957,15.552,7,2016,7,jul,2016q3,saturday,Weekday
4134,ca-2015-128839,2015-09-08,2015-09-13,standard class,tt-21070,ted trevino,consumer,chesapeake,virginia,23320.0,south,off-fa-10002280,office supplies,fasteners,advantus plastic paper clips,45.0,5,2015,9,sep,2015q3,tuesday,Weekday
4135,ca-2015-128839,2015-09-08,2015-09-13,standard class,tt-21070,ted trevino,consumer,chesapeake,virginia,23320.0,south,tec-ma-10000029,technology,machines,"epson workforce wf-2530 all-in-one printer, copier scanner",209.97,5,2015,9,sep,2015q3,tuesday,Weekday
4136,ca-2018-105914,2018-10-02,2018-10-08,standard class,pv-18985,paul van hugh,home office,los angeles,california,90036.0,west,off-bi-10002854,office supplies,binders,"performers binder/pad holder, black",112.12,6,2018,10,oct,2018q4,tuesday,Weekday
4137,ca-2018-105914,2018-10-02,2018-10-08,standard class,pv-18985,paul van hugh,home office,los angeles,california,90036.0,west,off-st-10003716,office supplies,storage,tennsco double-tier lockers,1575.14,6,2018,10,oct,2018q4,tuesday,Weekday
4138,ca-2018-110926,2018-11-19,2018-11-23,standard class,dd-13570,dorothy dickinson,consumer,alexandria,virginia,22304.0,south,off-fa-10000624,office supplies,fasteners,oic binder clips,25.06,4,2018,11,nov,2018q4,monday,Weekday
4139,ca-2017-117226,2017-12-30,2018-01-01,first class,kd-16495,keith dawkins,corporate,deer park,texas,77536.0,central,off-bi-10004654,office supplies,binders,avery binding system hidden tab executive style index sets,6.924,2,2017,12,dec,2017q4,saturday,Weekday
4140,ca-2018-127313,2018-12-01,2018-12-04,first class,ra-19285,ralph arnett,consumer,philadelphia,pennsylvania,19120.0,east,off-st-10001228,office supplies,storage,personal file boxes with fold-down carry handle,37.392,3,2018,12,dec,2018q4,saturday,Weekday
4141,ca-2018-127313,2018-12-01,2018-12-04,first class,ra-19285,ralph arnett,consumer,philadelphia,pennsylvania,19120.0,east,fur-fu-10003798,furniture,furnishings,"ultra door kickplate, 8""h x 34""w",79.12,3,2018,12,dec,2018q4,saturday,Weekday
4142,ca-2017-136287,2017-06-13,2017-06-17,standard class,ss-20590,sonia sunley,consumer,wichita,kansas,67212.0,central,off-la-10003148,office supplies,labels,avery 51,18.9,4,2017,6,jun,2017q2,tuesday,Weekday
4143,us-2015-107699,2015-05-19,2015-05-23,standard class,jh-15820,john huston,consumer,midland,michigan,48640.0,central,off-bi-10001249,office supplies,binders,avery heavy-duty ezd view binder with locking rings,57.42,4,2015,5,may,2015q2,tuesday,Weekday
4144,ca-2018-112725,2018-01-30,2018-02-06,standard class,eh-14125,eugene hildebrand,home office,san francisco,california,94110.0,west,off-ar-10003759,office supplies,art,"crayola anti dust chalk, 12/pack",12.74,7,2018,1,jan,2018q1,tuesday,Weekday
4145,ca-2018-112725,2018-01-30,2018-02-06,standard class,eh-14125,eugene hildebrand,home office,san francisco,california,94110.0,west,off-ar-10001227,office supplies,art,newell 338,8.82,7,2018,1,jan,2018q1,tuesday,Weekday
4146,ca-2018-112725,2018-01-30,2018-02-06,standard class,eh-14125,eugene hildebrand,home office,san francisco,california,94110.0,west,fur-ch-10000863,furniture,chairs,novimex swivel fabric task chair,120.784,7,2018,1,jan,2018q1,tuesday,Weekday
4147,ca-2016-136196,2016-11-28,2016-12-04,standard class,tp-21415,tom prescott,consumer,freeport,new york,11520.0,east,fur-fu-10004017,furniture,furnishings,"tenex contemporary contur chairmats for low and medium pile carpet, computer, 39"" x 49""",322.59,6,2016,11,nov,2016q4,monday,Weekday
4148,ca-2018-106068,2018-10-23,2018-10-28,standard class,rb-19330,randy bradley,consumer,austin,texas,78745.0,central,off-bi-10000962,office supplies,binders,"acco flexible accohide square ring data binder, dark blue, 11 1/2"" x 14"" 7/8""",9.762,5,2018,10,oct,2018q4,tuesday,Weekday
4149,ca-2018-106068,2018-10-23,2018-10-28,standard class,rb-19330,randy bradley,consumer,austin,texas,78745.0,central,off-st-10004507,office supplies,storage,advantus rolling storage box,13.72,5,2018,10,oct,2018q4,tuesday,Weekday
4150,ca-2018-106068,2018-10-23,2018-10-28,standard class,rb-19330,randy bradley,consumer,austin,texas,78745.0,central,tec-ac-10002942,technology,accessories,wd my passport ultra 1tb portable external hard drive,55.2,5,2018,10,oct,2018q4,tuesday,Weekday
4151,ca-2018-106068,2018-10-23,2018-10-28,standard class,rb-19330,randy bradley,consumer,austin,texas,78745.0,central,off-st-10002344,office supplies,storage,"carina 42""hx23 3/4""w media storage unit",259.136,5,2018,10,oct,2018q4,tuesday,Weekday
4152,ca-2018-100160,2018-09-07,2018-09-11,standard class,cb-12025,cassandra brandow,consumer,philadelphia,pennsylvania,19134.0,east,off-la-10002475,office supplies,labels,avery 519,29.24,4,2018,9,sep,2018q3,friday,Weekday
4153,ca-2018-100160,2018-09-07,2018-09-11,standard class,cb-12025,cassandra brandow,consumer,philadelphia,pennsylvania,19134.0,east,off-pa-10003072,office supplies,paper,"eureka recycled copy paper 8 1/2"" x 11"", ream",15.552,4,2018,9,sep,2018q3,friday,Weekday
4154,ca-2018-100160,2018-09-07,2018-09-11,standard class,cb-12025,cassandra brandow,consumer,philadelphia,pennsylvania,19134.0,east,off-en-10001509,office supplies,envelopes,poly string tie envelopes,4.896,4,2018,9,sep,2018q3,friday,Weekday
4155,ca-2017-139689,2017-12-29,2018-01-03,standard class,mp-17965,michael paige,corporate,bristol,tennessee,37620.0,south,off-bi-10004781,office supplies,binders,gbc wire binding strips,38.088,5,2017,12,dec,2017q4,friday,Weekday
4156,ca-2017-139689,2017-12-29,2018-01-03,standard class,mp-17965,michael paige,corporate,bristol,tennessee,37620.0,south,off-bi-10000145,office supplies,binders,zipper ring binder pockets,2.808,5,2017,12,dec,2017q4,friday,Weekday
4157,ca-2016-101091,2016-12-05,2016-12-09,second class,sw-20245,scot wooten,consumer,philadelphia,pennsylvania,19140.0,east,tec-ac-10003280,technology,accessories,belkin f8e887 usb wired ergonomic keyboard,47.984,4,2016,12,dec,2016q4,monday,Weekday
4158,ca-2016-101091,2016-12-05,2016-12-09,second class,sw-20245,scot wooten,consumer,philadelphia,pennsylvania,19140.0,east,off-bi-10001107,office supplies,binders,"gbc white gloss covers, plain front",26.064,4,2016,12,dec,2016q4,monday,Weekday
4159,ca-2015-126907,2015-11-01,2015-11-08,standard class,sm-20950,suzanne mcnair,corporate,chicago,illinois,60610.0,central,off-pa-10000533,office supplies,paper,southworth parchment paper & envelopes,15.696,7,2015,11,nov,2015q4,sunday,Weekday
4160,us-2017-164588,2017-04-16,2017-04-23,standard class,ap-10915,arthur prichep,consumer,columbus,georgia,31907.0,south,off-ar-10003056,office supplies,art,newell 341,12.84,7,2017,4,apr,2017q2,sunday,Weekday
4161,ca-2018-115546,2018-05-14,2018-05-18,standard class,ah-10465,amy hunt,consumer,new york city,new york,10035.0,east,tec-ph-10002834,technology,phones,google nexus 5,539.97,4,2018,5,may,2018q2,monday,Weekday
4162,ca-2018-115546,2018-05-14,2018-05-18,standard class,ah-10465,amy hunt,consumer,new york city,new york,10035.0,east,off-st-10002214,office supplies,storage,x-rack file for hanging folders,22.58,4,2018,5,may,2018q2,monday,Weekday
4163,ca-2016-163587,2016-03-14,2016-03-18,standard class,ep-13915,emily phan,consumer,dover,new hampshire,3820.0,east,off-la-10004484,office supplies,labels,avery 476,16.52,4,2016,3,mar,2016q1,monday,Weekday
4164,ca-2016-163587,2016-03-14,2016-03-18,standard class,ep-13915,emily phan,consumer,dover,new hampshire,3820.0,east,off-bi-10003091,office supplies,binders,gbc docubind tl200 manual binding machine,671.94,4,2016,3,mar,2016q1,monday,Weekday
4165,us-2018-106131,2018-01-14,2018-01-16,first class,tp-21565,tracy poddar,corporate,aurora,colorado,80013.0,west,tec-ac-10003027,technology,accessories,imation 8gb mini traveldrive usb 2.0 flash drive,169.064,2,2018,1,jan,2018q1,sunday,Weekday
4166,us-2018-106131,2018-01-14,2018-01-16,first class,tp-21565,tracy poddar,corporate,aurora,colorado,80013.0,west,off-st-10003638,office supplies,storage,mobile personal file cube,168.624,2,2018,1,jan,2018q1,sunday,Weekday
4167,ca-2016-160213,2016-03-08,2016-03-13,standard class,ar-10825,anthony rawles,corporate,long beach,new york,11561.0,east,off-pa-10003848,office supplies,paper,xerox 1997,19.44,5,2016,3,mar,2016q1,tuesday,Weekday
4168,ca-2015-157924,2015-10-11,2015-10-13,first class,ha-14920,helen andreada,consumer,pasadena,california,91104.0,west,off-st-10002352,office supplies,storage,iris project case,31.92,2,2015,10,oct,2015q4,sunday,Weekday
4169,ca-2015-157924,2015-10-11,2015-10-13,first class,ha-14920,helen andreada,consumer,pasadena,california,91104.0,west,fur-ch-10000229,furniture,chairs,global enterprise series seating high-back swivel/tilt chairs,433.568,2,2015,10,oct,2015q4,sunday,Weekday
4170,ca-2016-100216,2016-04-13,2016-04-14,first class,hj-14875,heather jas,home office,mesa,arizona,85204.0,west,off-pa-10000788,office supplies,paper,xerox 210,31.104,1,2016,4,apr,2016q2,wednesday,Weekday
4171,ca-2016-100216,2016-04-13,2016-04-14,first class,hj-14875,heather jas,home office,mesa,arizona,85204.0,west,off-pa-10002968,office supplies,paper,xerox 1973,54.816,1,2016,4,apr,2016q2,wednesday,Weekday
4172,ca-2018-100601,2018-11-16,2018-11-20,standard class,jk-15370,jay kimmel,consumer,fresno,california,93727.0,west,off-st-10002486,office supplies,storage,eldon shelf savers cubes and bins,48.86,4,2018,11,nov,2018q4,friday,Weekday
4173,ca-2017-152163,2017-07-01,2017-07-01,same day,jf-15355,jay fein,consumer,columbia,south carolina,29203.0,south,off-bi-10002215,office supplies,binders,"wilson jones hanging view binder, white, 1""",14.2,0,2017,7,jul,2017q3,saturday,Weekday
4174,ca-2017-152163,2017-07-01,2017-07-01,same day,jf-15355,jay fein,consumer,columbia,south carolina,29203.0,south,off-pa-10000788,office supplies,paper,xerox 210,12.96,0,2017,7,jul,2017q3,saturday,Weekday
4175,ca-2017-152163,2017-07-01,2017-07-01,same day,jf-15355,jay fein,consumer,columbia,south carolina,29203.0,south,off-bi-10003364,office supplies,binders,binding machine supplies,58.34,0,2017,7,jul,2017q3,saturday,Weekday
4176,ca-2016-154340,2016-11-29,2016-11-30,first class,ek-13795,eileen kiefer,home office,santa ana,california,92704.0,west,off-ar-10003582,office supplies,art,"boston electric pencil sharpener, model 1818, charcoal black",56.3,1,2016,11,nov,2016q4,tuesday,Weekday
4177,ca-2015-128846,2015-04-07,2015-04-12,standard class,rs-19765,roland schwarz,corporate,columbia,south carolina,29203.0,south,tec-ph-10003273,technology,phones,at&t tr1909w,629.95,5,2015,4,apr,2015q2,tuesday,Weekday
4178,ca-2015-128846,2015-04-07,2015-04-12,standard class,rs-19765,roland schwarz,corporate,columbia,south carolina,29203.0,south,off-pa-10000100,office supplies,paper,xerox 1945,122.97,5,2015,4,apr,2015q2,tuesday,Weekday
4179,ca-2017-148593,2017-06-16,2017-06-18,second class,bd-11320,bill donatelli,consumer,los angeles,california,90045.0,west,off-pa-10001776,office supplies,paper,"wirebound message books, four 2 3/4"" x 5"" forms per page, 600 sets per book",46.35,2,2017,6,jun,2017q2,friday,Weekday
4180,us-2018-119039,2018-03-06,2018-03-10,standard class,bf-11170,ben ferrer,home office,san francisco,california,94109.0,west,off-bi-10004182,office supplies,binders,economy binders,14.976,4,2018,3,mar,2018q1,tuesday,Weekday
4181,ca-2018-128426,2018-10-07,2018-10-11,standard class,jk-15730,joe kamberova,consumer,houston,texas,77036.0,central,off-bi-10000756,office supplies,binders,storex duratech recycled plastic frosted binders,4.24,4,2018,10,oct,2018q4,sunday,Weekday
4182,us-2018-136868,2018-10-06,2018-10-12,standard class,cr-12820,cyra reiten,home office,new york city,new york,10035.0,east,tec-ac-10001539,technology,accessories,logitech g430 surround sound gaming headset with dolby 7.1 technology,319.96,6,2018,10,oct,2018q4,saturday,Weekday
4183,us-2018-136868,2018-10-06,2018-10-12,standard class,cr-12820,cyra reiten,home office,new york city,new york,10035.0,east,off-pa-10002377,office supplies,paper,"adams telephone message book w/dividers/space for phone numbers, 5 1/4""x8 1/2"", 200/messages",17.04,6,2018,10,oct,2018q4,saturday,Weekday
4184,us-2018-136868,2018-10-06,2018-10-12,standard class,cr-12820,cyra reiten,home office,new york city,new york,10035.0,east,off-st-10000991,office supplies,storage,space solutions hd industrial steel shelving.,344.91,6,2018,10,oct,2018q4,saturday,Weekday
4185,ca-2017-143749,2017-12-05,2017-12-07,first class,ag-10300,aleksandra gannaway,corporate,franklin,massachusetts,2038.0,east,fur-bo-10002853,furniture,bookcases,o'sullivan 5-shelf heavy-duty bookcases,81.94,2,2017,12,dec,2017q4,tuesday,Weekday
4186,ca-2017-111493,2017-10-21,2017-10-22,first class,cm-12160,charles mccrossin,consumer,baltimore,maryland,21215.0,east,tec-ac-10004510,technology,accessories,logitech desktop mk120 mouse and keyboard combo,98.16,1,2017,10,oct,2017q4,saturday,Weekday
4187,ca-2018-112536,2018-05-18,2018-05-23,standard class,sg-20890,susan gilcrest,corporate,mcallen,texas,78501.0,central,off-bi-10003712,office supplies,binders,"acco pressboard covers with storage hooks, 14 7/8"" x 11"", light blue",6.874,5,2018,5,may,2018q2,friday,Weekday
4188,ca-2018-112536,2018-05-18,2018-05-23,standard class,sg-20890,susan gilcrest,corporate,mcallen,texas,78501.0,central,off-bi-10002571,office supplies,binders,"avery framed view binder, ezd ring (locking), navy, 1 1/2""",1.996,5,2018,5,may,2018q2,friday,Weekday
4189,ca-2018-112536,2018-05-18,2018-05-23,standard class,sg-20890,susan gilcrest,corporate,mcallen,texas,78501.0,central,off-st-10004835,office supplies,storage,plastic stacking crates & casters,8.928,5,2018,5,may,2018q2,friday,Weekday
4190,ca-2017-157714,2017-09-26,2017-10-01,second class,cs-12175,charles sheldon,corporate,iowa city,iowa,52240.0,central,off-pa-10004022,office supplies,paper,hammermill color copier paper (28lb. and 96 bright),9.99,5,2017,9,sep,2017q3,tuesday,Weekday
4191,ca-2018-166709,2018-11-17,2018-11-22,standard class,hl-15040,hunter lopez,consumer,newark,delaware,19711.0,east,tec-co-10004722,technology,copiers,canon imageclass 2200 advanced copier,10499.97,5,2018,11,nov,2018q4,saturday,Weekday
4192,ca-2016-129392,2016-07-08,2016-07-08,same day,dm-13015,darrin martin,consumer,houston,texas,77070.0,central,off-pa-10004248,office supplies,paper,xerox 1990,21.12,0,2016,7,jul,2016q3,friday,Weekday
4193,ca-2016-150875,2016-11-16,2016-11-20,standard class,hk-14890,heather kirkland,corporate,boise,idaho,83704.0,west,fur-ta-10000577,furniture,tables,bretford cr4500 series slim rectangular table,696.42,4,2016,11,nov,2016q4,wednesday,Weekday
4194,ca-2016-150875,2016-11-16,2016-11-20,standard class,hk-14890,heather kirkland,corporate,boise,idaho,83704.0,west,tec-ph-10001254,technology,phones,jabra biz 2300 duo qd duo corded headset,304.776,4,2016,11,nov,2016q4,wednesday,Weekday
4195,ca-2016-154200,2016-06-18,2016-06-22,standard class,bg-11740,bruce geld,consumer,san diego,california,92105.0,west,off-ar-10001044,office supplies,art,"boston ranger #55 pencil sharpener, black",51.98,4,2016,6,jun,2016q2,saturday,Weekday
4196,ca-2017-124233,2017-04-08,2017-04-14,standard class,ck-12595,clytie kelty,consumer,los angeles,california,90032.0,west,fur-fu-10002597,furniture,furnishings,"c-line magnetic cubicle keepers, clear polypropylene",24.7,6,2017,4,apr,2017q2,saturday,Weekday
4197,us-2016-134271,2016-04-18,2016-04-23,second class,rf-19735,roland fjeld,consumer,new york city,new york,10024.0,east,off-la-10004093,office supplies,labels,avery 486,21.93,5,2016,4,apr,2016q2,monday,Weekday
4198,us-2017-161683,2017-12-03,2017-12-08,standard class,cj-12010,caroline jumper,consumer,philadelphia,pennsylvania,19134.0,east,off-ap-10000179,office supplies,appliances,honeywell enviracaire portable hepa air cleaner for up to 10 x 16 room,394.816,5,2017,12,dec,2017q4,sunday,Weekday
4199,us-2017-161683,2017-12-03,2017-12-08,standard class,cj-12010,caroline jumper,consumer,philadelphia,pennsylvania,19134.0,east,off-bi-10001072,office supplies,binders,"gbc clear cover, 8-1/2 x 11, unpunched, 25 covers per pack",18.192,5,2017,12,dec,2017q4,sunday,Weekday
4200,ca-2016-143105,2016-12-10,2016-12-10,same day,ma-17560,matt abelman,home office,new york city,new york,10024.0,east,off-la-10004093,office supplies,labels,avery 486,7.31,0,2016,12,dec,2016q4,saturday,Weekday
4201,ca-2016-143105,2016-12-10,2016-12-10,same day,ma-17560,matt abelman,home office,new york city,new york,10024.0,east,tec-co-10002095,technology,copiers,hewlett packard 610 color digital copier / printer,799.984,0,2016,12,dec,2016q4,saturday,Weekday
4202,ca-2016-143105,2016-12-10,2016-12-10,same day,ma-17560,matt abelman,home office,new york city,new york,10024.0,east,off-pa-10002713,office supplies,paper,"adams phone message book, 200 message capacity, 8 1/16” x 11”",41.28,0,2016,12,dec,2016q4,saturday,Weekday
4203,ca-2016-143105,2016-12-10,2016-12-10,same day,ma-17560,matt abelman,home office,new york city,new york,10024.0,east,off-pa-10002254,office supplies,paper,xerox 1883,184.66,0,2016,12,dec,2016q4,saturday,Weekday
4204,ca-2015-145387,2015-10-31,2015-11-02,second class,am-10705,anne mcfarland,consumer,cranston,rhode island,2920.0,east,off-ar-10001683,office supplies,art,lumber crayons,49.25,2,2015,10,oct,2015q4,saturday,Weekday
4205,ca-2015-145387,2015-10-31,2015-11-02,second class,am-10705,anne mcfarland,consumer,cranston,rhode island,2920.0,east,off-pa-10002195,office supplies,paper,"rsvp cards & envelopes, blank white, 8-1/2"" x 11"", 24 cards/25 envelopes/set",10.16,2,2015,10,oct,2015q4,saturday,Weekday
4206,ca-2015-145387,2015-10-31,2015-11-02,second class,am-10705,anne mcfarland,consumer,cranston,rhode island,2920.0,east,fur-fu-10002364,furniture,furnishings,"eldon expressions wood desk accessories, oak",14.76,2,2015,10,oct,2015q4,saturday,Weekday
4207,ca-2015-145387,2015-10-31,2015-11-02,second class,am-10705,anne mcfarland,consumer,cranston,rhode island,2920.0,east,off-bi-10004001,office supplies,binders,gbc recycled velobinder covers,34.08,2,2015,10,oct,2015q4,saturday,Weekday
